subject,trial,celeb_id,celeb_name,celeb_image,celeb_position,rand0_name,rand0_pos,rand1_name,rand1_pos,rand2_name,rand2_pos,rand3_name,rand3_pos,answer_celeb,answer_position,correct,rt
sub-18, trial29, 16, Robert Pattinson, ID16_IM02.bmp, (-550, -100), Brad Pitt, (300, 300), George Clooney, (0, -400), Elijah Wood, (-300, 300), Hugh Jackman, (550, -100), Robert Pattinson, [-429. -129.], 1, 1.2954701000126079
sub-18, trial50, 10, Keanu Reeves, ID10_IM04.bmp, (-300, 300), Brad Pitt, (-550, -100), Orlando Bloom, (300, 300), Robert Downey Jr, (550, -100), Ben Stiller, (0, -400), Keanu Reeves, [-355.  306.], 1, 10.968946899985895
sub-18, trial16, 09, Justin Timberlake, ID09_IM03.bmp, (-300, 300), Keanu Reeves, (550, -100), Ben Affleck, (-550, -100), Ben Stiller, (300, 300), Hugh Jackman, (0, -400), idk, [-110.   17.], 0, 1.1675045000156388
sub-18, trial44, 08, Hugh Jackman, ID08_IM04.bmp, (-550, -100), Ryan Gosling, (550, -100), Matt Damon, (-300, 300), Daniel Craig, (300, 300), Ben Affleck, (0, -400), idk, [-91.  47.], 0, 0.6143966999370605
sub-18, trial37, 06, Elijah Wood, ID06_IM01.bmp, (0, -400), Matt Damon, (-300, 300), Robert Downey Jr, (300, 300), Ben Stiller, (550, -100), Patrick Dempsey, (-550, -100), Elijah Wood, [-127. -384.], 1, 12.123941699974239
sub-18, trial58, 04, Daniel Craig, ID04_IM01.bmp, (-300, 300), Keanu Reeves, (0, -400), Leonardo DiCaprio, (-550, -100), Ryan Gosling, (300, 300), Patrick Dempsey, (550, -100), Daniel Craig, [-227.  290.], 1, 32.82038630009629
sub-18, trial63, 04, Daniel Craig, ID04_IM03.bmp, (300, 300), Orlando Bloom, (-300, 300), Daniel Radcliffe, (-550, -100), Ben Stiller, (550, -100), Ryan Gosling, (0, -400), Daniel Craig, [165. 295.], 1, 1.4654073999263346
sub-18, trial21, 11, Leonardo DiCaprio, ID11_IM01.bmp, (-300, 300), Daniel Radcliffe, (-550, -100), Matt Damon, (0, -400), Robert Pattinson, (550, -100), Robert Downey Jr, (300, 300), Leonardo DiCaprio, [-235.  299.], 1, 1.7724242999684066
sub-18, trial15, 18, Ryan Reynolds, ID18_IM03.bmp, (0, -400), George Clooney, (300, 300), Ben Stiller, (-300, 300), Patrick Dempsey, (-550, -100), Justin Timberlake, (550, -100), idk, [-29.  56.], 0, 0.603812399902381
sub-18, trial28, 15, Robert Downey Jr, ID15_IM02.bmp, (0, -400), Ben Affleck, (300, 300), Patrick Dempsey, (550, -100), Ryan Gosling, (-550, -100), George Clooney, (-300, 300), Robert Downey Jr, [  24. -398.], 1, 4.896083200001158
sub-18, trial70, 16, Robert Pattinson, ID16_IM01.bmp, (-550, -100), George Clooney, (550, -100), Justin Timberlake, (0, -400), Ben Affleck, (300, 300), Elijah Wood, (-300, 300), Robert Pattinson, [-489.  -93.], 1, 1.1946965999668464
sub-18, trial10, 05, Daniel Radcliffe, ID05_IM04.bmp, (-300, 300), Justin Timberlake, (-550, -100), Robert Downey Jr, (300, 300), Leonardo DiCaprio, (0, -400), Hugh Jackman, (550, -100), Daniel Radcliffe, [-205.  295.], 1, 1.2494188999990001
