subject,trial,celeb_id,celeb_name,celeb_image,celeb_position,rand0_name,rand0_pos,rand1_name,rand1_pos,rand2_name,rand2_pos,rand3_name,rand3_pos,answer_celeb,answer_position,correct,rt
sub-24, trial61, 11, Leonardo DiCaprio, ID11_IM01.bmp, (0, -400), Ryan Reynolds, (-300, 300), Elijah Wood, (300, 300), George Clooney, (550, -100), Ben Stiller, (-550, -100), Leonardo DiCaprio, [  29. -376.], 1, 2.7819857000140473
sub-24, trial30, 08, Hugh Jackman, ID08_IM02.bmp, (0, -400), Keanu Reeves, (550, -100), Justin Timberlake, (-300, 300), Ryan Gosling, (-550, -100), George Clooney, (300, 300), idk, [91. 38.], 0, 2.181979799992405
sub-24, trial57, 01, Ben Affleck, ID01_IM01.bmp, (-300, 300), George Clooney, (0, -400), Hugh Jackman, (-550, -100), Daniel Craig, (300, 300), Daniel Radcliffe, (550, -100), idk, [91. 38.], 0, 0.6339734000212047
sub-24, trial10, 05, Daniel Radcliffe, ID05_IM04.bmp, (-550, -100), Keanu Reeves, (550, -100), Ryan Gosling, (-300, 300), Leonardo DiCaprio, (300, 300), Justin Timberlake, (0, -400), Daniel Radcliffe, [-436.  -83.], 1, 5.240618699986953
sub-24, trial59, 11, Leonardo DiCaprio, ID11_IM04.bmp, (-550, -100), Elijah Wood, (300, 300), Daniel Radcliffe, (550, -100), Robert Pattinson, (0, -400), Robert Downey Jr, (-300, 300), Leonardo DiCaprio, [-434. -103.], 1, 2.7256470000138506
sub-24, trial49, 15, Robert Downey Jr, ID15_IM01.bmp, (300, 300), Elijah Wood, (-550, -100), Ben Stiller, (-300, 300), Leonardo DiCaprio, (550, -100), Daniel Radcliffe, (0, -400), Robert Downey Jr, [233. 300.], 1, 7.869070899992948
sub-24, trial38, 08, Hugh Jackman, ID08_IM01.bmp, (300, 300), Elijah Wood, (-300, 300), Daniel Craig, (0, -400), George Clooney, (-550, -100), Matt Damon, (550, -100), idk, [65. 60.], 0, 0.7042120000114664
sub-24, trial28, 18, Ryan Reynolds, ID18_IM01.bmp, (-300, 300), Ryan Gosling, (550, -100), Orlando Bloom, (0, -400), Elijah Wood, (-550, -100), Brad Pitt, (300, 300), Ryan Reynolds, [-287.  325.], 1, 3.8983791999926325
sub-24, trial15, 13, Orlando Bloom, ID13_IM02.bmp, (550, -100), Ben Affleck, (0, -400), George Clooney, (-300, 300), Justin Timberlake, (300, 300), Robert Pattinson, (-550, -100), idk, [87. 83.], 0, 0.5405129999853671
sub-24, trial4, 09, Justin Timberlake, ID09_IM02.bmp, (550, -100), Brad Pitt, (-300, 300), Orlando Bloom, (-550, -100), Keanu Reeves, (300, 300), Daniel Craig, (0, -400), Justin Timberlake, [496. -94.], 1, 4.538677099975757
sub-24, trial45, 03, Brad Pitt, ID03_IM02.bmp, (300, 300), Robert Pattinson, (-550, -100), Elijah Wood, (0, -400), Hugh Jackman, (550, -100), Ryan Gosling, (-300, 300), Brad Pitt, [295. 298.], 1, 5.268626300006872
sub-24, trial17, 09, Justin Timberlake, ID09_IM03.bmp, (-550, -100), Matt Damon, (550, -100), Leonardo DiCaprio, (0, -400), Brad Pitt, (-300, 300), Elijah Wood, (300, 300), Justin Timberlake, [-432.  -78.], 1, 1.4956865000131074
sub-24, trial52, 05, Daniel Radcliffe, ID05_IM03.bmp, (-550, -100), Hugh Jackman, (0, -400), Matt Damon, (300, 300), George Clooney, (550, -100), Patrick Dempsey, (-300, 300), Daniel Radcliffe, [-432.  -78.], 1, 3.2831854000105523
sub-24, trial64, 01, Ben Affleck, ID01_IM04.bmp, (-300, 300), Ryan Reynolds, (0, -400), Patrick Dempsey, (550, -100), Keanu Reeves, (-550, -100), Elijah Wood, (300, 300), idk, [-49.  42.], 0, 0.9085996999929193
sub-24, trial5, 12, Matt Damon, ID12_IM01.bmp, (-300, 300), Hugh Jackman, (550, -100), Orlando Bloom, (-550, -100), Leonardo DiCaprio, (300, 300), Ryan Gosling, (0, -400), idk, [-44.  47.], 0, 3.3576122999947984
sub-24, trial58, 07, George Clooney, ID07_IM01.bmp, (-300, 300), Robert Downey Jr, (300, 300), Ben Stiller, (-550, -100), Brad Pitt, (0, -400), Ryan Reynolds, (550, -100), George Clooney, [-271.  307.], 1, 1.0130437999905553
sub-24, trial8, 07, George Clooney, ID07_IM03.bmp, (550, -100), Matt Damon, (0, -400), Keanu Reeves, (-300, 300), Daniel Craig, (-550, -100), Robert Pattinson, (300, 300), George Clooney, [535. -93.], 1, 2.227088299987372
sub-24, trial70, 11, Leonardo DiCaprio, ID11_IM03.bmp, (550, -100), Matt Damon, (300, 300), Elijah Wood, (-550, -100), Daniel Craig, (0, -400), Orlando Bloom, (-300, 300), Leonardo DiCaprio, [516. -91.], 1, 2.3914151999924798
sub-24, trial6, 18, Ryan Reynolds, ID18_IM04.bmp, (0, -400), Brad Pitt, (300, 300), Ryan Gosling, (-300, 300), Daniel Craig, (-550, -100), Robert Downey Jr, (550, -100), Ryan Reynolds, [ 138. -388.], 1, 1.9337936000083573
sub-24, trial40, 12, Matt Damon, ID12_IM03.bmp, (550, -100), Robert Downey Jr, (-300, 300), Leonardo DiCaprio, (300, 300), Robert Pattinson, (-550, -100), Ryan Reynolds, (0, -400), idk, [80. 42.], 0, 1.711172000010265
sub-24, trial35, 03, Brad Pitt, ID03_IM01.bmp, (-550, -100), Robert Downey Jr, (0, -400), Patrick Dempsey, (300, 300), Orlando Bloom, (550, -100), Robert Pattinson, (-300, 300), Brad Pitt, [-453.  -81.], 1, 9.840529900015099
sub-24, trial20, 10, Keanu Reeves, ID10_IM04.bmp, (0, -400), Patrick Dempsey, (300, 300), Ryan Gosling, (-550, -100), Justin Timberlake, (550, -100), Ryan Reynolds, (-300, 300), idk, [-102.   36.], 0, 0.8757201000116765
